4.500000000000000000e+02,3.864624499999999574e-02
4.540000000000000000e+02,3.408472099999999838e-02
4.580000000000000000e+02,8.362793999999999783e-02
4.620000000000000000e+02,2.369458299999999823e-02
4.660000000000000000e+02,5.828614000000000017e-02
4.700000000000000000e+02,4.624878500000000059e-02
4.740000000000000000e+02,4.270093299999999648e-02
4.780000000000000000e+02,3.560522900000000213e-02
4.820000000000000000e+02,6.398804499999999340e-02
4.860000000000000000e+02,5.917310299999999773e-02
4.900000000000000000e+02,2.584863599999999775e-02
4.940000000000000000e+02,1.194865869999999913e-01
4.980000000000000000e+02,9.414478699999999367e-02
5.020000000000000000e+02,4.105371599999999704e-02
5.060000000000000000e+02,1.360854659999999883e-01
5.100000000000000000e+02,1.457153500000000004e-02
5.140000000000000000e+02,4.244751499999999816e-02
5.180000000000000000e+02,3.509839299999999856e-02
5.220000000000000000e+02,5.081030899999999795e-02
5.260000000000000000e+02,4.168726099999999629e-02
5.300000000000000000e+02,5.613208699999999718e-02
5.340000000000000000e+02,1.305102699999999977e-02
5.380000000000000000e+02,2.648218100000000047e-02
5.420000000000000000e+02,6.082031999999999369e-03
5.460000000000000000e+02,5.499170600000000131e-02
5.500000000000000000e+02,2.420141899999999832e-02
5.540000000000000000e+02,1.647216999999999865e-03
5.580000000000000000e+02,4.042017099999999780e-02
5.620000000000000000e+02,4.700903899999999552e-02
5.660000000000000000e+02,3.737915499999999724e-02
5.700000000000000000e+02,7.019678599999999713e-02
5.740000000000000000e+02,5.081030899999999795e-02
5.780000000000000000e+02,4.827612900000000096e-02
5.820000000000000000e+02,3.788599100000000081e-02
5.860000000000000000e+02,3.053686899999999774e-02
5.900000000000000000e+02,9.883302000000000059e-03
5.940000000000000000e+02,2.407470999999999917e-02
5.980000000000000000e+02,3.649219199999999969e-02
6.020000000000000000e+02,3.003003299999999764e-02
6.060000000000000000e+02,3.661890099999999537e-02
6.100000000000000000e+02,2.876294299999999915e-02
6.140000000000000000e+02,3.611206499999999875e-02
6.180000000000000000e+02,3.573193799999999781e-02
6.220000000000000000e+02,3.497168399999999594e-02
6.260000000000000000e+02,3.611206499999999875e-02
6.300000000000000000e+02,3.547851999999999950e-02
6.340000000000000000e+02,3.484497500000000025e-02
6.380000000000000000e+02,3.256421300000000157e-02
6.420000000000000000e+02,3.598535599999999612e-02
6.460000000000000000e+02,3.408472099999999838e-02
6.500000000000000000e+02,3.446484799999999932e-02
6.540000000000000000e+02,3.319775800000000082e-02
6.580000000000000000e+02,3.370459399999999744e-02
6.620000000000000000e+02,3.243750399999999895e-02
6.660000000000000000e+02,3.243750399999999895e-02
6.700000000000000000e+02,3.395801199999999576e-02
6.740000000000000000e+02,3.142383199999999877e-02
6.780000000000000000e+02,3.357788500000000176e-02
6.820000000000000000e+02,3.066357800000000036e-02
6.860000000000000000e+02,3.547851999999999950e-02
6.900000000000000000e+02,3.307104899999999820e-02
6.940000000000000000e+02,3.446484799999999932e-02
6.980000000000000000e+02,3.155054100000000139e-02
7.020000000000000000e+02,3.357788500000000176e-02
7.060000000000000000e+02,3.307104899999999820e-02
7.100000000000000000e+02,3.535181099999999688e-02
7.140000000000000000e+02,3.256421300000000157e-02
7.180000000000000000e+02,3.611206499999999875e-02
7.220000000000000000e+02,3.826611800000000174e-02
7.260000000000000000e+02,3.991333500000000117e-02
7.300000000000000000e+02,4.130713399999999536e-02
7.340000000000000000e+02,4.206738799999999723e-02
7.380000000000000000e+02,4.308105999999999741e-02
7.420000000000000000e+02,4.688232999999999984e-02
7.460000000000000000e+02,4.371460499999999666e-02
7.500000000000000000e+02,4.612207599999999796e-02
7.540000000000000000e+02,4.206738799999999723e-02
7.580000000000000000e+02,4.536182199999999609e-02
7.620000000000000000e+02,4.105371599999999704e-02
7.660000000000000000e+02,4.168726099999999629e-02
7.700000000000000000e+02,3.775928199999999818e-02
7.740000000000000000e+02,3.902637199999999668e-02
7.780000000000000000e+02,3.281763099999999989e-02
7.820000000000000000e+02,4.016675299999999948e-02
7.860000000000000000e+02,3.535181099999999688e-02
7.900000000000000000e+02,4.156055200000000061e-02
7.940000000000000000e+02,3.687231900000000062e-02
7.980000000000000000e+02,4.143384299999999798e-02
8.020000000000000000e+02,3.839282699999999743e-02
8.060000000000000000e+02,4.016675299999999948e-02
8.100000000000000000e+02,4.054688000000000042e-02
8.140000000000000000e+02,4.320776900000000004e-02
8.180000000000000000e+02,5.068359999999999532e-02
8.220000000000000000e+02,6.069361100000000148e-02
8.260000000000000000e+02,5.701904999999999474e-02
8.300000000000000000e+02,6.107373799999999547e-02
8.340000000000000000e+02,6.829615099999999939e-02
8.380000000000000000e+02,7.323780199999999074e-02
8.420000000000000000e+02,7.843287100000000123e-02
8.460000000000000000e+02,8.046021500000000160e-02
8.500000000000000000e+02,7.653223600000000348e-02
